title,rating,reviews,type,address,phone,website,latitude,longitude,dine_in,drive_through,no_contact_delivery,city
AJji,4.3,3,restaurants,Al Khobar Promenade,,,26.4305652,50.1336331,,,,Khobar
AL -SUBOH AUTOMATIC CO FOR BREAD,4.6,7,restaurants,Al Bayoniya Area,,,26.273933,50.211323,,,,Khobar
AL BAHAR,4.6,25,restaurants,Al Khobar Promenade,,,26.2898163,50.1812688,,,,Khobar
AL DIWAN SHAHBY SRILANKAN RESTAURANT مطعم الديوان شهبي سري لانكان,3.9,16,Sri Lankan restaurant,"XJVW+XM4, Jubail City Center, Al Jubail 35514, Saudi Arabia",+966 56 740 1799,,26.9948856,49.646666,true,true,false,Jubail
AL Dar Al Arabi,4.3,38,restaurants,Al Khobar Promenade,,,26.2693755,50.2054628,,,,Khobar
AL Maameer Bakery,4.5,304,restaurants,West Dammam Al Faisaliyah,,,26.411683,50.110814,,,,Dammam
AL Maameer Bakery,4.5,167,restaurants,Aramco Residential Compound,,,26.288626,50.193214,,,,Dhahran
AL Maameer Bakery,4.6,111,restaurants,Al Khobar Gate,,,26.33847046799503,50.20819801534422,,,,Khobar
AL SHABOUT,4.6,32,restaurants,Prince Mohammed Bin Fahd University,,,26.4418513,50.1201872,,,,Khobar
AL-JAMEEL AL-JUBAIL Restaurant,4.8,4,Bangladeshi restaurant,"2M74+5JQ, Jubail City Center, Al Jubail 35514, Saudi Arabia",,,27.012961,49.656622,true,true,false,Jubail
AL-MADINA RESTAURANT,3.6,5,Restaurant,"King Fahd Industrial Port, Al Jubail 35526, Saudi Arabia",,https://www.facebook.com/Mehedi.okay,27.0066546,49.6200812,true,true,false,Jubail
AL-SAJ CORNER FAMILY RESTAURANT,4.5,26,Restaurant,"Prince Abdulrahman Bin Abdulaziz St, Al Badiyah, Dammam 32243, Saudi Arabia",,,26.4291154,50.0936358,,,,Dammam
ALBAHAR,3.0,5,restaurants,Jubail Industrial City,,,26.98484058869185,49.64814201979691,,,,Jubail
ALFORN BASBUSA,4.6,7,restaurants,Central Dammam Al Danah,,,26.37858850000001,50.05872129999999,,,,Dammam
ALFORN BASBUSA,3.9,8,restaurants,King Fahd University of Petroleum and Minerals,,,26.3048698,50.1706714,,,,Dhahran
ALFREEJ ALAWAL,4.4,265,restaurants,King Fahd University of Petroleum and Minerals,,,26.30056,50.198055,,,,Dhahran
ALFREEJ ALAWAL,5.0,1,restaurants,Jubail Industrial City,,,27.00003785787559,49.65993752149582,,,,Jubail
ALIKI,4.2,100,restaurants,King Fahd Park Dammam,,,26.3914674,50.0727662,,,,Dammam
ALJORRY ALDAMASK,3.8,5,restaurants,Al Waha District,,,26.41590666149342,50.11616878529376,,,,Dammam
ALKARAK,4.4,47,restaurants,Al Waha District,,,26.4141926,50.12002779999999,,,,Dammam
ALKARAK,4.9,35,restaurants,Al Khobar Promenade,,,26.36271780000001,50.0727825,,,,Khobar
ALRAFIDIN LEGEND,3.8,19,restaurants,Al Waha District,,,26.41578388686747,50.11536118676403,,,,Dammam
ALRAYAN RESTAURANT,4.4,103,restaurants,Al Khobar Promenade,,,26.3053621,50.1784391,,,,Khobar
ALWAZZAN RESTAURANTS,4.1,900,restaurants,Aramco Residential Compound,,,26.28855161200601,50.20718092698361,,,,Dhahran
ANJIK,4.0,57,restaurants,Al Khobar Promenade,,,26.4076661,50.188671,,,,Khobar
ANWAR SAFA RESTAURANT,4.2,6,Indian restaurant,"7524 Al Hareth Ibn Aous, Al Aziziyah, EMDC2852, 2852, Dammam 32424, Saudi Arabia",+966 55 056 5001,,26.4546157,50.0699467,true,false,true,Dammam
ARLON,0.0,0,restaurants,Central Dammam Al Danah,,,26.4352418,50.1261987,,,,Dammam
ASADO,4.6,26,restaurants,Tamimi Markets Khobar,,,26.36028713542789,50.20671242883606,,,,Khobar
ASBY Restaurant,5.0,1,Asian restaurant,"EMAE7291, 2160 16th Street, حي الدواسر, 7291, Dammam 32416, Saudi Arabia",,,26.4445965,50.0984686,true,false,true,Dammam
ASTRA DONUT,0.0,0,restaurants,Dhahran Sports Club,,,26.29325562124377,50.21335273435217,,,,Dhahran
ATIA HEALTHY,4.8,16,restaurants,Al Rakah,,,26.3670707,50.1950673,,,,Khobar
AVENS,4.5,2,restaurants,Al Rakah,,,26.319816,50.222673,,,,Khobar
AVO,4.2,20,restaurants,Jubail University College,,,26.5569375,50.0318125,,,,Jubail
AZAL CORNER,4.3,154,restaurants,Dhahran Mall,,,26.30018083691423,50.17377064129405,,,,Dhahran
AZKA,5.0,11,restaurants,East Dammam Al Adamah,,,26.4352631,50.1264045,,,,Dammam
AZKA,5.0,8,restaurants,King Fahd University of Petroleum and Minerals,,,26.2838362,50.18840489999999,,,,Dhahran
Aani & Dani,4.7,314,restaurants,Dammam Corniche,,,26.456598,50.118488,,,,Dammam
Aani & Dani,4.8,359,restaurants,Dhahran Expo Area,,,26.303698,50.204403,,,,Dhahran
Aani & Dani,4.6,182,restaurants,Al Khobar Promenade,,,26.3490292,50.1345308,,,,Khobar
Abdul Rehman Hyderabadi Restaurant,4.0,171,Restaurant,"8516 الخامس عشر, 3814, Al Souq, Dammam 32242, Saudi Arabia",,,26.4417885,50.099802,true,false,true,Dammam
Abdul Wahab Restaurant مطعم محمد حمد,4.1,111,Pakistani restaurant,"2M73+X57, 4074, Jubail City Center, Al Jubail 35514, Saudi Arabia",+966 58 244 5355,,27.0149436,49.6529777,true,true,false,Jubail
Abeer Alaryaf,4.9,23,restaurants,West Dammam Al Faisaliyah,,,26.3775218,50.0596144,,,,Dammam
Abeer Alaryaf,4.4,15,restaurants,Aramco Residential Compound,,,26.3262342,50.1668813,,,,Dhahran
Abo kilo,4.4,216,restaurants,West Dammam Al Faisaliyah,,,26.3788006,50.0586683,,,,Dammam
Abs Kitchen,4.2,53,restaurants,East Dammam Al Adamah,,,26.442277,50.121829,,,,Dammam
Abs Kitchen,4.8,53,restaurants,King Fahd University of Petroleum and Minerals,,,26.343747,50.203805,,,,Dhahran
Abu Al Nour Restaurant,4.5,20,restaurants,Al Waha District,,,26.4141875,50.12006249999999,,,,Dammam
Abu El Tayeb Restaurant,4.3,227,restaurants,East Dammam Al Adamah,,,26.440808,50.071024,,,,Dammam
Abu Hilal Restaurants,4.7,50,restaurants,West Dammam Al Faisaliyah,,,26.4404186,50.1245055,,,,Dammam
Abu Hilal Restaurants,4.3,373,restaurants,Jubail Industrial City,,,27.011135,49.6609541,,,,Jubail
Abu Mustafa Restaurant مطعم ابو مصطفى,4.1,22,Restaurant,"Al Dawasir, Dammam 32416, Saudi Arabia",+966 55 222 6357,,26.4431289,50.0988688,true,false,true,Dammam
Abu Nawas,4.1,561,restaurants,East Dammam Al Adamah,,,26.4152064,50.0305601,,,,Dammam
Abu Zaid,4.4,410,restaurants,East Dammam Al Adamah,,,26.399604023373,50.04510711534423,,,,Dammam
Abu Zaid | أبو زيد,3.7,132,Restaurant,"3828 King Khalid Rd, حي البحيرة, ECDB7762, 7762, Al Khobar 34722, Saudi Arabia",+966 53 561 6777,https://www.instagram.com/abuzaidrest?igsh=aHV3cjJ1Y24yaTUy,26.1898823,50.1875884,true,false,true,Khobar
Add Burger,4.5,83,restaurants,King Fahd University of Petroleum and Minerals,,,26.3813509,50.05632869999999,,,,Dhahran
Addolaa,4.6,141,restaurants,Al Khobar Promenade,,,26.3394017,50.15253369999999,,,,Khobar
Adrs,0.0,0,restaurants,Al Khobar Promenade,,,26.28606139999999,50.20020100000001,,,,Khobar
Afaham Restaurant,5.0,1,Restaurant,"6W9H+395, Slughter House, Dammam 34343, Saudi Arabia",,,26.2176383,49.9284719,true,false,true,Dhahran
Afandy Story,3.8,14,restaurants,Al Khobar Promenade,,,26.3946684,50.086357,,,,Khobar
Afaq Al Shaam,4.0,16,restaurants,Dammam Corniche,,,26.43876239999999,50.083355,,,,Dammam
Afran Pastries,4.4,42,restaurants,West Dammam Al Faisaliyah,,,26.4611998,50.09266900000001,,,,Dammam
Afran aylul,4.5,68,restaurants,Jubail Industrial City,,,26.9783875,49.6468809,,,,Jubail
Aga Palace Restaurant,4.1,1453,Restaurant,"H27P+7C2, Abdullah Bin Alharith St, Ar Rida, Al Qatif 32619, Saudi Arabia",+966 59 358 2222,https://instagram.com/qasr.alaga,26.563135,50.0360044,true,false,true,Qatif
Ahla Bokhari Guests Restaurant,3.7,327,Restaurant,"6626+86W, Al Tahliyah, Al Khobar 34715, Saudi Arabia",+966 50 080 7446,,26.2008591,50.2105628,true,false,true,Khobar
Aisha Restaurant,3.7,3,Indian restaurant,"2842 Jaber Ibn Hayyan St, Al Anud, حي, 6347, Dammam 32427, Saudi Arabia",,,26.4440599,50.0695639,true,false,true,Dammam
Ajayel,4.3,237,restaurants,Al Waha District,,,26.4641907,50.1215492,,,,Dammam
Ajayel,4.1,63,restaurants,Al Rakah,,,26.3077127,50.22414919999999,,,,Khobar
Ajiad,4.4,46,restaurants,West Dammam Al Faisaliyah,,,26.49305621837864,50.03216211770361,,,,Dammam
Akkad Sweets,4.6,14,restaurants,Al Khobar Gate,,,26.3042539,50.200488,,,,Khobar
Akkar Falafel Shawarma,4.8,61,restaurants,Al Khobar Promenade,,,26.348667,50.0504487,,,,Khobar
Al - Fareej Sweets & Nuts,4.4,19,restaurants,King Fahd Park Dammam,,,26.3932114,50.1047792,,,,Dammam
Al - Fareej Sweets & Nuts,4.5,55,restaurants,South Khobar Area,,,26.34492705,50.13771350597018,,,,Khobar
Al - Rawda Gold Kitchen,4.6,87,restaurants,Al Waha District,,,26.401496,50.049495,,,,Dammam
Al Bahar,4.5,297,restaurants,Al Waha District,,,26.44498705,50.1183084,,,,Dammam
Al Bahar,4.4,186,restaurants,Prince Mohammed Bin Fahd University,,,26.403067,50.100785,,,,Khobar
Al Bahar Restaurant,4.0,940,Restaurant,"4700, Ash Shati, 6213, Al Qatif 32617, Saudi Arabia",+966 13 824 0077,https://instagram.com/falafel_albahhar?igshid=k2awwf54l1cb,26.5580942,50.0484635,true,false,true,Qatif
Al Baik,4.1,5400,restaurants,Al Waha District,,,26.41295893936634,50.11059528095091,,,,Dammam
Al Baik,4.3,3462,restaurants,Jubail University College,,,26.4782861,50.0562237,,,,Jubail
Al Baik,4.1,2112,restaurants,Al Khobar Gate,,,26.3088856,50.1738967,,,,Khobar
Al Bait Al Shami,4.0,158,restaurants,Tamimi Markets Khobar,,,26.29635,50.191727,,,,Khobar
Al Basha,4.1,39,restaurants,Jubail Fish Market,,,27.1234755,49.552524,,,,Jubail
Al Bodor Al Bukhari Restaurant,3.9,181,Restaurant,"18th Street, Az Zuhur, Dammam 32423, Saudi Arabia",+966 57 035 0750,,26.452772,50.0964069,true,false,true,Dammam
Al Bukhari Castle Restaurant,4.6,233,restaurants,Jubail University College,,,26.5664668,50.0039285,,,,Jubail
Al Chef mumayaz restaurant,2.3,3,Restaurant,"King Saud St, Al Dabab, Dammam 32262, Saudi Arabia",+966 59 037 6643,,26.4341279,50.0461668,true,false,false,Dammam
Al Daffa Gulf,4.0,3,restaurants,East Dammam Al Adamah,,,26.4454716,50.06620030000001,,,,Dammam
Al Dahnaa,2.5,21,restaurants,Dhahran Sports Club,,,26.2953703,50.1941601,,,,Dhahran
Al Dawat Restaurant,4.0,24,Indian restaurant,"76F7+PFH, Aldugheither Village, Al Khobar 34611, Saudi Arabia",,,26.27432,50.2137251,true,false,true,Khobar
Al Deek Al Romie,4.5,121,restaurants,King Fahd Park Dammam,,,26.424403,50.044498,,,,Dammam
Al Deek Al Romie,4.6,190,restaurants,Al Bayoniya Area,,,26.35852885,50.1965195,,,,Khobar
Al Ewan,4.4,24,restaurants,West Dammam Al Faisaliyah,,,26.43172389999999,50.0435574,,,,Dammam
Al Fakhriya Dam Buffet,4.6,31,restaurants,West Dammam Al Faisaliyah,,,26.37307,50.09087,,,,Dammam
Al Fakhriya Dam Buffet,3.6,24,restaurants,King Fahd University of Petroleum and Minerals,,,26.354263,50.099354,,,,Dhahran
Al Fateerah,4.1,10,restaurants,Prince Mohammed Bin Fahd University,,,26.434814,50.0858302,,,,Khobar
Al Fursan,4.3,82,restaurants,Jubail Fish Market,,,27.124318,49.552644,,,,Jubail
Al Gamaleya,4.3,23,restaurants,Al Khobar Promenade,,,26.3132275,50.2236605,,,,Khobar
Al Ghadeer Restaurant,5.0,1,restaurants,Central Dammam Al Danah,,,26.48538982970094,50.03965546627045,,,,Dammam
Al Hussein Restaurant & Kitchen,4.3,762,Restaurant,"Ash Shweikah, شارع الرياض بالقرب من تقاطع, Al Qatif, Saudi Arabia",+966 56 164 2295,,26.5465189,50.0080496,false,false,true,Qatif
Al Jawhara for Omani sweets,4.4,11,restaurants,King Fahd Park Dammam,,,26.428688234005,50.07497173187715,,,,Dammam
Al Jouri Juice,4.3,79,restaurants,Ras Tanura Beach Area,,,26.70720556230704,50.06659561226844,,,,Ras Tanura
Al KHAIMA RESTAURANT (KUDARAM),4.5,2,Indian restaurant,"King Faisal W, Jubail City Center, Al Jubail 35514, Saudi Arabia",+966 56 847 0538,,26.9948308,49.6453791,true,false,false,Jubail
Al Kabsa Al Damamiah,4.3,608,restaurants,East Dammam Al Adamah,,,26.423863,50.094073,,,,Dammam
Al Kabsa Al Hasawiya,4.3,270,restaurants,Dammam Corniche,,,26.438571,50.083043,,,,Dammam
Al Kabsa Al Hasawiya,4.2,442,restaurants,Al Khobar Promenade,,,26.416627,50.051438,,,,Khobar
Al Kabsh,4.4,84,restaurants,Aramco Residential Compound,,,26.296744,50.218592,,,,Dhahran
Al Kanafany,4.5,147,restaurants,Dhahran Mall,,,26.37138,50.089999,,,,Dhahran
Al Kanafany,4.6,105,restaurants,Jubail Industrial City,,,26.99073442437559,49.65972134166415,,,,Jubail
Al Kanafany,4.5,107,restaurants,Al Bayoniya Area,,,26.4403708,50.12409799999999,,,,Khobar
Al Kanafany Cafe,4.1,21,restaurants,Dammam Corniche,,,26.4027121,50.1001571,,,,Dammam
Al Kanafany Original,4.4,102,restaurants,East Dammam Al Adamah,,,26.44043832732675,50.12457320555725,,,,Dammam
Al Kanafany Original,4.5,97,restaurants,Dhahran Mall,,,26.3712939,50.0896864,,,,Dhahran
Al Kanafany Original,4.4,30,restaurants,Jubail University College,,,26.4705582,50.0451189,,,,Jubail
Al Kanafany Sweet,4.1,43,restaurants,Dammam Corniche,,,26.4027334,50.10027360000001,,,,Dammam
Al Kanafany Sweet,4.3,124,restaurants,Dhahran Expo Area,,,26.331247,50.162269,,,,Dhahran
Al Kanafany Sweet,4.5,143,restaurants,Downtown Jubail Area,,,27.132293,49.568454,,,,Jubail
Al Kanafany Sweet,4.1,67,restaurants,Al Rakah,,,26.3638099,50.199495,,,,Khobar
Al Lahib,4.3,1106,restaurants,West Dammam Al Faisaliyah,,,26.40543,50.08311,,,,Dammam
Al Lahib,4.4,1299,restaurants,Aramco Residential Compound,,,26.34459317244615,50.14507768186187,,,,Dhahran
Al Lahib,4.4,1172,restaurants,Jubail Industrial City,,,26.980231,49.647664,,,,Jubail
Al Lahib,4.4,1100,restaurants,Al Bayoniya Area,,,26.36207091146324,50.19735943865775,,,,Khobar
Al Laziza Shawarma and Pastries,4.5,99,restaurants,Dhahran Expo Area,,,26.29650839301456,50.19169517326355,,,,Dhahran
Al Mallas Al Kuwaiti,4.4,116,restaurants,Jubail Industrial City,,,27.0139365,49.6385644,,,,Jubail
Al Marjea,0.0,0,restaurants,West Dammam Al Faisaliyah,,,26.3771875,50.0606875,,,,Dammam
Al Mdahn Yemeni,4.2,43,restaurants,Al Waha District,,,26.3907488,50.0374497,,,,Dammam
Al Mona Restaurant,5.0,1,restaurants,Al Waha District,,,26.39833970378116,50.07035578278895,,,,Dammam
Al Mukhtas Sandwiches,4.5,65,restaurants,Tamimi Markets Khobar,,,26.32284206286324,50.15880586441801,,,,Khobar
Al Nahar,4.7,15,restaurants,West Dammam Al Faisaliyah,,,26.400753,50.040118,,,,Dammam
Al Nawras,5.0,5,restaurants,King Fahd Park Dammam,,,26.4094886,50.0805342,,,,Dammam
Al Qana`a  Restaurant,4.0,54,restaurants,Jubail Industrial City,,,27.0114228078485,49.66104449001914,,,,Jubail
Al Quds,4.2,20,restaurants,East Dammam Al Adamah,,,26.440132,50.124574,,,,Dammam
Al Quds,4.5,129,restaurants,Tamimi Markets Khobar,,,26.283498,50.212016,,,,Khobar
Al Rafidain Grills,4.2,935,restaurants,Central Dammam Al Danah,,,26.4216731,50.0252069,,,,Dammam
Al Rafidain Grills,4.2,588,restaurants,Dhahran Sports Club,,,26.2957517,50.1996214,,,,Dhahran
Al Rafidain Grills Welcomes You,4.1,72,restaurants,Central Dammam Al Danah,,,26.4217883976158,50.0253517392868,,,,Dammam
Al Raqi Grills,4.0,2,restaurants,King Fahd Park Dammam,,,26.42076065315974,50.02632979293203,,,,Dammam
Al Rawaq Al Shabi,3.9,205,restaurants,West Dammam Al Faisaliyah,,,26.41403985,50.06874534999999,,,,Dammam
Al Rawaq Al Shabi,4.2,166,restaurants,King Fahd University of Petroleum and Minerals,,,26.29120417414656,50.18006546614894,,,,Dhahran
Al Rawaq Al Shabi,4.1,187,restaurants,Tamimi Markets Khobar,,,26.31427145,50.20959175,,,,Khobar
Al Reem Sweet,3.6,30,restaurants,King Fahd Park Dammam,,,26.4373278,50.0536334,,,,Dammam
Al Rihanatan,3.7,25,restaurants,Al Khobar Gate,,,26.21347923760531,50.20801485415037,,,,Khobar
Al Romansiah,4.5,1612,restaurants,Dammam Corniche,,,26.4556867,50.11375049999992,,,,Dammam
Al Romansiah,4.5,2769,restaurants,Dhahran Sports Club,,,26.2829628,50.2017203,,,,Dhahran
Al Romansiah,4.5,3027,restaurants,Al Khobar Promenade,,,26.40574567417233,50.06180249154568,,,,Khobar
Al Roshna Gulf Food,4.2,185,restaurants,West Dammam Al Faisaliyah,,,26.36376629999999,50.0738705,,,,Dammam
Al Sadah Restaurant,4.1,621,Restaurant,"Abdullah Bin Abbas St, Ar Rawdah, Al Qatif 32625, Saudi Arabia",+966 54 102 2203,https://instagram.com/alsada_restaurant,26.5746931,50.0523111,true,true,true,Qatif
Al Saddah World Restaurant,4.3,3,restaurants,Central Dammam Al Danah,,,26.42066937483642,50.02636420649451,,,,Dammam
Al Saj Al Lubnani,4.5,161,restaurants,King Fahd Park Dammam,,,26.416899,50.029543,,,,Dammam
Al Saj Al Lubnani,4.4,117,restaurants,Aramco Residential Compound,,,26.291362,50.197497,,,,Dhahran
Al Saj Al Lubnani,4.4,164,restaurants,Al Khobar Promenade,,,26.440668,50.12439,,,,Khobar
Al Saraya Shawarma,3.5,6,restaurants,Al Waha District,,,26.409539,50.080685,,,,Dammam
Al Shahrour Restaurant مطعم مذاق شحرور,3.9,973,Restaurant,"w king faisal st and jadah st, Al Jubail 31951, Saudi Arabia",+966 56 040 9746,https://www.instagram.com/wadialshahror,27.0109093,49.6427456,true,true,false,Jubail
Al Sharqia Fish,4.2,70,restaurants,East Dammam Al Adamah,,,26.4199557,50.0322502,,,,Dammam
Al Shobbah,4.0,22,restaurants,Prince Mohammed Bin Fahd University,,,26.30381664170158,50.17508552207279,,,,Khobar
Al Shoroq,3.2,12,restaurants,Al Waha District,,,26.3840313,50.05797769999999,,,,Dammam
Al Shrooq,4.3,21,restaurants,East Dammam Al Adamah,,,26.4257318,50.0710878,,,,Dammam
Al Sindibad,4.3,884,restaurants,Jubail University College,,,26.51469849817828,49.97990091842003,,,,Jubail
Al Tabaq Al Higazi,3.9,148,restaurants,Tamimi Markets Khobar,,,26.2700926,50.2086587,,,,Khobar
Al Tabiah Sweets,4.5,140,restaurants,Central Dammam Al Danah,,,26.381504,50.056229,,,,Dammam
Al Tabiah Sweets,4.6,66,restaurants,Dhahran Sports Club,,,26.3221021,50.1573937,,,,Dhahran
Al Taj Al Bukhari Restaurant,4.1,24,restaurants,Al Waha District,,,26.47162308562248,50.00413930370482,,,,Dammam
Al Tannour Stone,0.0,0,restaurants,Dammam Corniche,,,26.36968793136203,50.02749065141298,,,,Dammam
Al Tanour,4.3,19,restaurants,West Dammam Al Faisaliyah,,,26.4698944,50.0597188,,,,Dammam
Al Tanour,4.5,245,restaurants,Aramco Residential Compound,,,26.2962075,50.1994956,,,,Dhahran
Al Tanour Families,4.6,64,restaurants,Jubail University College,,,26.56586129999999,50.0025408,,,,Jubail
Al Tanour Restaurants City Mall,4.1,492,Fine dining restaurant,"city mall, Ash Shati, Al Qatif 32617, Saudi Arabia",+966 13 823 9595,https://www.instagram.com/altanourksa/,26.5580239,50.0375954,true,false,true,Qatif
Al Tanour Restaurants Mazaya,4.2,2872,Family restaurant,"شارع القدس، المستودعات،, Saudi Arabia",+966 13 863 3733,https://instagram.com/altanourksa?igshid=jwd9g5v7v2om,26.5498047,50.0159267,true,false,true,Qatif
Al Tanuwr Al Mumayyaz,4.5,21,restaurants,Al Waha District,,,26.41602129999999,50.0242924,,,,Dammam
Al Tazaj,4.4,1018,restaurants,Dammam Corniche,,,26.4584849,50.0903064,,,,Dammam
Al Tazaj,4.3,896,restaurants,Dhahran Sports Club,,,26.40070861977285,50.11451374418032,,,,Dhahran
Al Tazaj,4.3,994,restaurants,Prince Mohammed Bin Fahd University,,,26.3190127,50.2230949,,,,Khobar
Al Waqas Restaurant,4.0,507,Pakistani restaurant,"6486 5142 Al Imam Al Shafi, Al Khalij, Dammam 32425, Saudi Arabia",+966 54 022 0512,,26.4453788,50.0928791,true,false,true,Dammam
Al Warda Al Shamia,4.1,40,restaurants,Central Dammam Al Danah,,,26.38477828638745,50.0589871816147,,,,Dammam
Al Waseed,4.5,113,restaurants,West Dammam Al Faisaliyah,,,26.3427197,50.0791153,,,,Dammam
Al Waseed,4.4,177,restaurants,Dhahran Sports Club,,,26.3270218,50.1678104,,,,Dhahran
Al Zabadani Restaurants,4.5,25,restaurants,Dammam Corniche,,,26.4393625,50.08256849999999,,,,Dammam
Al Zahrawi Restaurant,4.4,18,restaurants,West Dammam Al Faisaliyah,,,26.44007528348844,50.10707347116396,,,,Dammam
Al kawtar,5.0,6,Asian restaurant,"2174 Khalediyah Rd, Al Kawthar, ECMA6521, 6521, Al Khobar 34753, Saudi Arabia",+966 50 072 8067,,26.1430481,50.1033839,true,false,true,Dhahran
Al myda Al bukharai restaurant,3.3,3,Restaurant,"3090 جدة، 8608, Al Jubail 35514, Saudi Arabia",,,27.0132534,49.6432096,,,,Jubail
Al tandeel restaurant,4.4,62,restaurants,Al Waha District,,,26.4680683,50.09206520000001,,,,Dammam
Al waqas restaurant,3.8,4,Restaurant,"3275 الامير ناصر بن عبد العزيز،, Al Qazaz, Dammam 32244, Saudi Arabia",+966 59 171 5041,,26.4347113,50.0921042,true,false,true,Dammam
Al-Jawhara Corner,0.0,0,restaurants,Dammam Corniche,,,26.4552859,50.1059503,,,,Dammam
Al-Jawhara Corner,0.0,0,restaurants,Dhahran Sports Club,,,26.30495110713153,50.16891334795172,,,,Dhahran
Al-Jawhara Corner,5.0,1,restaurants,Jubail Fish Market,,,27.13707,49.56844419999999,,,,Jubail
Al-Jawhara Corner,2.0,1,restaurants,Prince Mohammed Bin Fahd University,,,26.40061502110993,50.11789831957395,,,,Khobar
